RuntimeManagerAPIName,ServerName,ArtefactID,RuntimeStatus,RuntimeAPIUpTime,APIMangerAPIName,AutodiscoveryInstanceName,AutodiscoveryApiName,ProductVersion,LastActiveDate,CreatedDate,UpdatedDate,PolicyName,PolicyStatus,PolicyCreatedDate,PolicyUpdatedDate
sys_experian_crosscore_fraudCheck_api,r1c3dev_awsbdlc3dmua01,sys_experian_crosscore_fraudCheck_api-1.0.1-293.zip,STARTED,17.4days,experian-crosscore-api,1.0:16059116,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:experian-crosscore-api,1.0,2020-06-19T16:14:14.665Z,2020-03-16T12:27:27.366Z,,,,,
sys_experian_icache_creditscore_api,r1c3dev_awsbdlc3dmua01,sys_experian_icache_creditscore_api-1.0.1-367.zip,STARTED,15.43days,experian-icache-api,v1:16059194,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:experian-icache-api,v1,2020-06-19T16:14:10.563Z,2020-03-16T12:59:00.951Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T12:59:00.951Z,
exp_gw_activities_api,r1c3dev_awsbdlc3dmua01,exp_gw_activities_api-1.0.0-135.zip,STARTED,17.4days,exp-gw-activities,v1:16060310,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:exp-gw-activities,v1,2020-06-19T16:14:07.220Z,2020-03-17T05:07:10.028Z,,Custom - Salesforce Azure JWT Validation v1,enabled,2020-03-17T05:07:10.028Z,
exp_gw_marketingpreferences_api,r1c3dev_awsbdlc3dmua01,exp_gw_marketingpreferences_api-1.0.0-48.zip,STARTED,17.4days,exp-gw-marketing-preferences-api,v1:16059003,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:exp-gw-marketing-preferences-api,v1,2020-06-19T16:14:06.030Z,2020-03-16T11:27:17.325Z,,Custom - Salesforce Azure JWT Validation v1,enabled,2020-03-16T11:27:17.325Z,
exp_msm_policy_motorquote_api,r1c3dev_awsbdlc3dmua01,exp_msm_policy_motorquote_api-1.0.1-483.zip,STARTED,1.37days,expmsmpolicymotorquoteapi,v1:16059196,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:expmsmpolicymotorquoteapi,v1,2020-06-19T16:14:09.837Z,2020-03-16T12:59:49.524Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T12:59:49.524Z,
exp_sf_addresslookup_api,r1c3dev_awsbdlc3dmua01,exp_sf_addresslookup_api-1.0.0-359.zip,STARTED,17.4days,exp-sf-address-lookup-api,v1:16059006,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:exp-sf-address-lookup-api,v1,2020-06-19T16:14:05.928Z,2020-03-16T11:28:06.034Z,,Custom - Salesforce Azure JWT Validation v1,enabled,2020-03-16T11:28:06.034Z,
exp_sf_customer_account_api,r1c3dev_awsbdlc3dmua01,exp_sf_customer_account_api-1.0.0-369.zip,STARTED,14.29days,exp_sf_customer_account_api,1.0:16059046,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:exp_sf_customer_account_api,1.0,2020-06-19T16:14:10.459Z,2020-03-16T11:48:22.288Z,,Custom - Salesforce Azure JWT Validation v1,enabled,2020-03-16T11:48:22.288Z,
exp_sf_customer_submission_api,r1c3dev_awsbdlc3dmua01,exp_sf_customer_submission_api-1.0.1-145.zip,STARTED,17.4days,exp-sf-customer-submission-api,1.0:16059020,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:exp-sf-customer-submission-api,1.0,2020-06-19T16:14:06.559Z,2020-03-16T11:32:15.496Z,,Custom - Salesforce Azure JWT Validation v1,enabled,2020-03-16T11:32:15.496Z,
exp_sf_marketingpreferences_api,r1c3dev_awsbdlc3dmua01,exp_sf_marketingpreferences_api-1.0.0-233.zip,STARTED,17.4days,exp-sf-marketing-preferences-api,v1:16064633,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:exp-sf-marketing-preferences-api,v1,2020-06-19T16:14:10.976Z,2020-03-19T03:57:29.302Z,,Custom - Salesforce Azure JWT Validation v1,enabled,2020-03-19T03:57:29.302Z,
exp_sf_odata_api,r1c3dev_awsbdlc3dmua01,exp_sf_odata_api-1.0.0-302.zip,STARTED,17.39days,exp-sf-odata-api,v1:16059017,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:exp-sf-odata-api,v1,2020-06-19T16:14:16.343Z,2020-03-16T11:30:36.872Z,,Custom - Salesforce Azure JWT Validation v1,enabled,2020-03-16T11:30:36.872Z,2020-05-26T14:58:34.239Z
exp_sf_soparano_sms_api,r1c3dev_awsbdlc3dmua01,exp_sf_soparano_sms_api-1.0.0-357.zip,STARTED,14.32days,exp-sf-soparano-sms-api,v1:16059018,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:exp-sf-soparano-sms-api,v1,2020-06-19T16:14:14.349Z,2020-03-16T11:31:25.121Z,,Custom - Salesforce Azure JWT Validation v1,Disabled,2020-03-16T11:31:25.121Z,2020-03-19T07:35:05.554Z
,,,,,exp-sf-submission-api,v1:16066800,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:exp-sf-submission-api,v1,2020-06-19T16:14:07.116Z,2020-03-20T10:18:17.022Z,,Custom - Salesforce Azure JWT Validation v1,enabled,2020-03-20T10:18:17.022Z,
,,,,,exp-sf-vehicle-api,v1:16059044,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:exp-sf-vehicle-api,v1,2020-06-19T16:14:06.892Z,2020-03-16T11:46:40.881Z,,Custom - Salesforce Azure JWT Validation v1,enabled,2020-03-16T11:46:40.881Z,2020-06-01T08:49:45.528Z
sys_fax_documents_distribution_api,r1c3dev_awsbdlc3dmua01,sys_fax_documents_distribution_api-1.0.1-289.zip,STARTED,17.4days,fax-document-distribution-api,v1:16059119,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:fax-document-distribution-api,v1,2020-06-19T16:14:12.564Z,2020-03-16T12:28:18.164Z,,Custom - LDAPs Cache - v4,enabled,2020-03-16T12:28:18.164Z,
sys_policycenter_policy_finalpricing_api,r1c3dev_awsbdlc3dmua01,sys_policycenter_policy_finalpricing_api-1.0.1-319.zip,STARTED,17.4days,final-pricing-api,v1:16059203,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:final-pricing-api,v1,2020-06-19T16:14:08.367Z,2020-03-16T13:00:37.716Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T13:00:37.716Z,
exp_floow_policy_statusupdate_api,r1c3dev_awsbdlc3dmua01,exp_floow_policy_statusupdate_api-1.0.1-230.zip,STARTED,17.4days,floow-statusupdate-api,1.0:16059120,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:floow-statusupdate-api,1.0,2020-06-19T16:14:07.427Z,2020-03-16T12:29:07.855Z,,Custom - LDAPs Cache - v4,enabled,2020-03-16T12:29:07.855Z,
sys_policycenter_policy_getcoverages_api,r1c3dev_awsbdlc3dmua01,sys_policycenter_policy_getcoverages_api-1.0.1-178.zip,STARTED,17.4days,get-coverages-proxy-api,v1:16162107,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:get-coverages-proxy-api,v1,,2020-05-21T07:37:24.282Z,,Custom - LDAP Cache,Disabled,2020-05-21T07:37:24.282Z,
sys_opentext_documents_docarchiveinb_api,r1c3dev_awsbdlc3dmua01,sys_opentext_documents_docarchiveinb_api-1.0.1-278.zip,STARTED,17.4days,getdocument-contentgw-to-opentext,v1:16059208,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:getdocument-contentgw-to-opentext,v1,2020-06-19T16:14:10.143Z,2020-03-16T13:01:25.300Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T13:01:25.300Z,
exp_gocompare_policy_motorquote_api,r1c3dev_awsbdlc3dmua01,exp_gocompare_policy_motorquote_api-1.0.1-482.zip,STARTED,1.37days,gocompare-pcw-api,v1:16059122,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:gocompare-pcw-api,v1,2020-06-19T16:14:11.704Z,2020-03-16T12:29:57.437Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T12:29:57.437Z,
sys_guidewire_documents_docarchive_api,r1c3dev_awsbdlc3dmua01,sys_guidewire_documents_docarchive_api-1.0.1-257.zip,STARTED,17.4days,notify-document-upload,v1:16059212,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:notify-document-upload,v1,2020-06-19T16:14:12.669Z,2020-03-16T13:03:47.257Z,,Custom - LDAPs Cache - v4,enabled,2020-03-16T13:03:47.257Z,
sys_guidewire_documents_docarchive_api,r1c3dev_awsbdlc3dmua01,sys_guidewire_documents_docarchive_api-1.0.1-257.zip,STARTED,17.4days,search-claimandpolicy-number,v1:16059221,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:search-claimandpolicy-number,v1,2020-06-19T16:14:12.772Z,2020-03-16T13:08:37.824Z,,Custom - LDAPs Cache - v4,enabled,2020-03-16T13:08:37.824Z,
sys_guidewire_documents_docarchive_api,r1c3dev_awsbdlc3dmua01,sys_guidewire_documents_docarchive_api-1.0.1-257.zip,STARTED,17.4days,sync-documenttypes,v1:16059222,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:sync-documenttypes,v1,2020-06-19T16:14:12.876Z,2020-03-16T13:09:26.185Z,,Custom - LDAPs Cache - v4,enabled,2020-03-16T13:09:26.185Z,
sys_hopewiser_api,r1c3dev_awsbdlc3dmua01,sys_hopewiser_api-1.0.1-256.zip,STARTED,17.4days,hopewiser-api,v1:16059209,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:hopewiser-api,v1,2020-06-19T16:14:15.206Z,2020-03-16T13:02:12.711Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T13:02:12.711Z,
sys_largepricingtable_ratingfactor_api,r1c3dev_awsbdlc3dmua01,sys_largepricingtable_ratingfactor_api-1.0.1-280.zip,STARTED,17.4days,largepricingtable-ratingfactor-api,1.0.0:16059132,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:largepricingtable-ratingfactor-api,1.0.0,2020-06-19T16:14:06.242Z,2020-03-16T12:30:48.647Z,,Custom - LDAPs Cache - v4,Disabled,2020-03-16T12:30:48.647Z,2020-03-19T07:19:47.557Z
sys_lexisnexis_ncd_api,r1c3dev_awsbdlc3dmua01,sys_lexisnexis_ncd_api-1.0.1-260.zip,STARTED,17.4days,lexisnexis-ncd-api,v1:16059211,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:lexisnexis-ncd-api,v1,2020-06-19T16:14:07.632Z,2020-03-16T13:02:58.520Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T13:02:58.520Z,
sys_claims_moj_api,r1c3dev_awsbdlc3dmua01,sys_claims_moj_api-1.0.1-334.zip,STARTED,17.4days,moj-api,v1:16059135,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:moj-api,v1,2020-06-19T16:14:15.099Z,2020-03-16T12:31:39.695Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T12:31:39.695Z,
prc_policy_getMotorQuotePrice_api,r1c3dev_awsbdlc3dmua01,prc_policy_getMotorQuotePrice_api-1.0.1-430.zip,STARTED,4.22days,motor-quote-price-api,v1:16072002,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:motor-quote-price-api,v1,2020-06-19T16:14:14.774Z,2020-03-24T12:40:43.326Z,,Custom - LDAPs Cache - v3,Disabled,2020-03-24T12:40:43.326Z,2020-06-02T13:18:41.639Z
sys_claims_oanda_api,r1c3dev_awsbdlc3dmua01,sys_claims_oanda_api-1.0.1-322.zip,STARTED,17.4days,oanda-api,v1:16059141,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:oanda-api,v1,2020-06-19T16:14:16.238Z,2020-03-16T12:33:21.059Z,,,,,
sys_opentext_documents_resend_api,r1c3dev_awsbdlc3dmua01,sys_opentext_documents_resend_api-1.0.1-248.zip,STARTED,17.39days,ot-documents-resend-api,v1:16059143,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:ot-documents-resend-api,v1,2020-06-19T16:14:16.460Z,2020-03-16T12:34:11.072Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T12:34:11.072Z,
sys_claims_paymentsearch_api,r1c3dev_awsbdlc3dmua01,sys_claims_paymentsearch_api-1.0.1-337.zip,STARTED,17.4days,payment-search-api,v1:16059144,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:payment-search-api,v1,2020-06-19T16:14:14.245Z,2020-03-16T12:35:01.479Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T12:35:01.479Z,
prc_policy_getPCWMotorQuotePrice_api,r1c3dev_awsbdlc3dmua01,prc_policy_getPCWMotorQuotePrice_api-1.0.1-504.zip,STARTED,.29days,pcw-motor-quote-price-api,v1:16059147,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:pcw-motor-quote-price-api,v1,2020-06-19T16:14:17.204Z,2020-03-16T12:35:50.318Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T12:35:50.318Z,
sys_policy_billing_api,r1c3dev_awsbdlc3dmua01,sys_policy_billing_api-1.0.1-376.zip,STARTED,14.07days,policy-billing-api,v1:16059183,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:policy-billing-api,v1,2020-06-19T16:14:10.251Z,2020-03-16T12:54:52.756Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T12:54:52.756Z,
sys_policy_billingsummary_api,r1c3dev_awsbdlc3dmua01,sys_policy_billingsummary_api-1.0.1-287.zip,STARTED,17.4days,policy-billingsummary-api,v1:16059214,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:policy-billingsummary-api,v1,2020-06-19T16:14:07.737Z,2020-03-16T13:05:26.057Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T13:05:26.057Z,
sys_billing_policycancellation_api,r1c3dev_awsbdlc3dmua01,sys_billing_policycancellation_api-1.0.1-217.zip,STARTED,17.4days,policy-cancellation-api,v1:16059217,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:policy-cancellation-api,v1,2020-06-19T16:14:10.665Z,2020-03-16T13:06:13.071Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T13:06:13.071Z,
sys_policy_claims_api,r1c3dev_awsbdlc3dmua01,sys_policy_claims_api-1.0.1-217.zip,STARTED,17.4days,policy-claims-api,v1:16059219,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:policy-claims-api,v1,2020-06-19T16:14:10.770Z,2020-03-16T13:07:00.359Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T13:07:00.359Z,
exp_policy_fraudcheck_api,r1c3dev_awsbdlc3dmua01,exp_policy_fraudcheck_api-1.0.1-217.zip,STARTED,17.4days,policy-fraud-check-api,v1:16059152,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:policy-fraud-check-api,v1,2020-06-19T16:14:14.142Z,2020-03-16T12:36:39.900Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T12:36:39.900Z,
sys_gw_policy_quotevalidation_api,r1c3dev_awsbdlc3dmua01,sys_gw_policy_quotevalidation_api-1.0.1-291.zip,STARTED,17.4days,policy-quote-validation,v1:16059153,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:policy-quote-validation,v1,2020-06-19T16:14:09.216Z,2020-03-16T12:37:37.162Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T12:37:37.162Z,
sys_policycenter_policyrenewal_api,r1c3dev_awsbdlc3dmua01,sys_policycenter_policyrenewal_api-1.0.1-266.zip,STARTED,17.4days,policy-renewal-api,v1:16072058,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:policy-renewal-api,v1,2020-06-19T16:14:15.618Z,2020-03-24T13:41:57.168Z,,Custom - LDAPs Cache - v3,enabled,2020-03-24T13:41:57.168Z,
exp_gw_claims_policyretrieve_api,r1c3dev_awsbdlc3dmua01,exp_gw_claims_policyretrieve_api-1.0.1-366.zip,STARTED,16.09days,policy-retrive-api,v1:16059156,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:policy-retrive-api,v1,2020-06-19T16:14:07.944Z,2020-03-16T12:39:11.672Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T12:39:11.672Z,
prc_ccm_search_account_api,r1c3dev_awsbdlc3dmua01,prc_ccm_search_account_api-1.0.0-360.zip,STARTED,17.4days,prc_ccm_search_account,1.0.0:16059025,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:prc_ccm_search_account,1.0.0,2020-06-19T16:14:12.351Z,2020-03-16T11:35:50.667Z,,Custom - LDAPs Cache - v4,enabled,2020-03-16T11:35:50.667Z,
prc_customer_account_api,r1c3dev_awsbdlc3dmua01,prc_customer_account_api-1.0.0-370.zip,STARTED,14.3days,prc_customer_account_api,1.0:16060311,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:prc_customer_account_api,1.0,2020-06-19T16:14:08.591Z,2020-03-17T05:07:57.400Z,,Custom - LDAPs Cache - v4,enabled,2020-03-17T05:07:57.400Z,
prc_customer_submission_api,r1c3dev_awsbdlc3dmua01,prc_customer_submission_api-1.0.1-23.zip,STARTED,17.4days,prc-customer-submission-api,1.0:16059021,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:prc-customer-submission-api,1.0,2020-06-19T16:14:16.134Z,2020-03-16T11:33:12.479Z,,Custom - LDAPs Cache - v4,enabled,2020-03-16T11:33:12.479Z,
prc_getMultipleMarketingPreferences_api,r1c3dev_awsbdlc3dmua01,prc_getMultipleMarketingPreferences_api-1.0.0-155.zip,STARTED,17.39days,prc-getmultiplemarketingpreferences-api,v1:16059022,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:prc-getmultiplemarketingpreferences-api,v1,2020-06-19T16:14:16.991Z,2020-03-16T11:34:09.541Z,,Custom - LDAPs Cache - v4,enabled,2020-03-16T11:34:09.541Z,
prc_gw_getClaims_api,r1c3dev_awsbdlc3dmua01,prc_gw_getClaims_api-1.0.0-372.zip,STARTED,14.29days,prc-gw-getclaims-api,v1:16059023,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:prc-gw-getclaims-api,v1,2020-06-19T16:14:08.699Z,2020-03-16T11:35:02.170Z,,Custom - LDAPs Cache - v4,enabled,2020-03-16T11:35:02.170Z,
sys_gw_billing_previoustermdata_api,r1c3dev_awsbdlc3dmua01,sys_gw_billing_previoustermdata_api-1.0.0-404.zip,STARTED,7.46days,previoustermdata-api,v1:16059051,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:previoustermdata-api,v1,2020-06-19T16:14:13.722Z,2020-03-16T11:49:58.079Z,,Custom - LDAPs Cache - v3,Disabled,2020-03-16T11:49:58.079Z,2020-06-12T05:00:12.764Z
sys_dataplatform_crud_proxy_api,r1c3dev_awsbdlc3dmua01,sys_dataplatform_crud_proxy_api-1.0.1-425.zip,STARTED,4.26days,barring-ui,1.0:16060312,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:barring-ui,1.0,2020-06-19T16:14:12.141Z,2020-03-17T05:08:39.411Z,,Cross-Origin resource sharing,enabled,2020-03-17T05:08:39.411Z,
sys_dataplatform_quote_manipulation_api,r1c3dev_awsbdlc3dmua01,sys_dataplatform_quote_manipulation_api-1.0.0-305.zip,STARTED,17.4days,quote-manipulation,1.0:16059053,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:quote-manipulation,1.0,2020-06-19T16:14:05.719Z,2020-03-16T11:50:50.136Z,,Custom - LDAPs Cache - v4,enabled,2020-03-16T11:50:50.136Z,
sys_radar_policy_getMotorPrice_api,r1c3dev_awsbdlc3dmua01,sys_radar_policy_getMotorPrice_api-1.0.1-390.zip,STARTED,8.07days,radar-live-motor-api,v1:16059157,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:radar-live-motor-api,v1,2020-06-19T16:14:09.528Z,2020-03-16T12:40:01.243Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T12:40:01.243Z,
sys_radar_policy_getLinkedrescuePrice_api,r1c3dev_awsbdlc3dmua01,sys_radar_policy_getLinkedrescuePrice_api-1.0.1-411.zip,STARTED,7.19days,radar-live-rescue-api,v1:16060315,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:radar-live-rescue-api,v1,2020-06-19T16:14:08.906Z,2020-03-17T05:10:17.759Z,,Custom - LDAPs Cache - v3,enabled,2020-03-17T05:10:17.759Z,
sys_radarOnDemand_policy_getMotorPrice_api,r1c3dev_awsbdlc3dmua01,sys_radarOnDemand_policy_getMotorPrice_api-1.0.1-392.zip,STARTED,8.07days,radar-ondemad-motor-api,v1:16059159,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:radar-ondemad-motor-api,v1,2020-06-19T16:14:09.319Z,2020-03-16T12:41:57.849Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T12:41:57.849Z,
sys_radarOnDemand_policy_getLinkedrescuePrice_api,r1c3dev_awsbdlc3dmua01,sys_radarOnDemand_policy_getLinkedrescuePrice_api-1.0.1-410.zip,STARTED,7.21days,radar-ondemad-rescue-api,v1:16059160,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:radar-ondemad-rescue-api,v1,2020-06-19T16:14:13.929Z,2020-03-16T12:42:53.640Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T12:42:53.640Z,
sys_claims_recoverysearch_api,r1c3dev_awsbdlc3dmua01,sys_claims_recoverysearch_api-1.0.1-315.zip,STARTED,17.4days,recovery-search-api,v1:16059161,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:recovery-search-api,v1,2020-06-19T16:14:13.617Z,2020-03-16T12:43:42.522Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T12:43:42.522Z,
exp_gw_policy_claimpolicysearch_api,r1c3dev_awsbdlc3dmua01,exp_gw_policy_claimpolicysearch_api-1.0.1-281.zip,STARTED,17.4days,reindex-claimandpolicy-search-api,v1:16059162,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:reindex-claimandpolicy-search-api,v1,2020-06-19T16:14:09.734Z,2020-03-16T12:44:38.654Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T12:44:38.654Z,
sys_quotestore_policy_retrievepcwquote_api,r1c3dev_awsbdlc3dmua01,sys_quotestore_policy_retrievepcwquote_api-1.0.1-290.zip,STARTED,17.4days,retrive-pcw-quote-api,v1:16059163,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:retrive-pcw-quote-api,v1,2020-06-19T16:14:14.560Z,2020-03-16T12:45:28.459Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T12:45:28.459Z,
prc_smartcomms_documents_api,r1c3dev_awsbdlc3dmua01,prc_smartcomms_documents_api-1.0.1-226.zip,STARTED,17.4days,sc-documents-api,v1:16060316,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:sc-documents-api,v1,2020-06-19T16:14:13.099Z,2020-03-17T05:11:21.612Z,,Custom - LDAPs Cache - v4,enabled,2020-03-17T05:11:21.612Z,
sys_smartcomms_documents_docprod_api,r1c3dev_awsbdlc3dmua01,sys_smartcomms_documents_docprod_api-1.0.1-254.zip,STARTED,10.41days,sc-documents-docprod-api,v1:16059167,groupId:80b9d969-5f1f-4d34-9e3d-9318f1ad915a:assetId:sc-documents-docprod-api,v1,2020-06-19T16:14:05.825Z,2020-03-16T12:46:23.972Z,,Custom - LDAPs Cache - v3,enabled,2020-03-16T12:46:23.972Z,
